	title	release_date	poster_url	overview
8537	The Last Journey	2024-03-01	https://image.tmdb.org/t/p/w500/A6BJljivo18rpiaGtnW68wYyItk.jpg	Lars Hammar's retirement didn't go as planned. Instead of a new beginning with travels and experiences, Lars has turned more and more passive to his wife and son Filip's dismay. Filip gets an idea: to take his rugged old father on a journey to his beloved France and let him revisit his most beloved places. By recreating the same vacation the family used to do when Filip was a child, and secretly try and stage some wonderful moments, Filip hopes to reignite Lars' spark again.  With the help of his best friend Fredrik, a large heap of optimism and creativity, and an old Renault 4, Filip takes his father on one last adventure.
8538	Red Dot	2021-02-11	https://image.tmdb.org/t/p/w500/xZ2KER2gOHbuHP2GJoODuXDSZCb.jpg	On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.
8539	Seobok	2021-04-12	https://image.tmdb.org/t/p/w500/nxxuWC32Y6TULj4VnVwMPUFLIpK.jpg	Ex intelligence agent Ki-heon is tasked with safely transporting Seo Bok, the first ever human clone, who holds the secret of eternal life. Several forces try to take control of Seo Bok to serve their own agendas.
8560	The Ottoman Lieutenant	2017-03-10	https://image.tmdb.org/t/p/w500/c5E8KTDuGNdF4Lmv3OhsQ0W1zPw.jpg	Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.
8562	Layer Cake	2004-09-30	https://image.tmdb.org/t/p/w500/fSHQdLsf4O5iZQ5Qid7WRvgfPIZ.jpg	When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...
8564	Red Heat	1988-06-17	https://image.tmdb.org/t/p/w500/AoJTHXmO01EZgT0p1YTsGBEQxLj.jpg	A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.
8566	Under Siege	1992-10-08	https://image.tmdb.org/t/p/w500/myHxm9p8fhEsXyaLO6DawYJKolg.jpg	Disgruntled ex-CIA operative Strannix, his assistant Krill and their group of terrorists seize the battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback -- an error that could be fatal.
8568	Alice, Darling	2022-12-30	https://image.tmdb.org/t/p/w500/ybqS7I4tuMs1TIssvuLMk2lYlLe.jpg	A young woman trapped in an abusive relationship becomes an unwitting participant in an intervention staged by her two closest friends.
8569	SPL 2: A Time for Consequences	2015-06-18	https://image.tmdb.org/t/p/w500/lCy3410NhfJiB6XoCaePJXbldv0.jpg	A Hong Kong cop named Kit busts a major gangster only to find his cover blown and his main witness gone. The gangster, in retaliation, has him kidnapped and put in a Thai jail with a false criminal identity. Lowly prison guard Chai, with his extraordinary fighting skills, guards Kit and prevents his escape. The prison guard’s daughter suffers from a rare form of leukemia and Kit is the only donor who can save her. The prison guard discovers Kit’s real identity and helps him to escape in return for his agreeing to save his daughter. Together, Kit and Chai must face and take down the gangster and his minions.
8570	Confessions of a Shopaholic	2009-02-05	https://image.tmdb.org/t/p/w500/6DH1iP06fcpjD7tppsTwcAyZfDR.jpg	In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping - a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door - until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.
8572	Bowfinger	1999-08-12	https://image.tmdb.org/t/p/w500/iGuiFYEYwFkaRPl3FgLJYEm6dWq.jpg	On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.
8573	10,000 BC	2008-03-04	https://image.tmdb.org/t/p/w500/9I7gV6wRbGnbfI3XOKjHeLMjYEo.jpg	A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.
8574	Outside the Wire	2021-01-15	https://image.tmdb.org/t/p/w500/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg	In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.
8575	That Championship Season	1982-12-09	https://image.tmdb.org/t/p/w500/285TDO1D3Z6K9w15KXH0zG8cb5P.jpg	It started as a friendly meeting between 4 old buddies with their basketball coach and ended up in revealing the truth about their relationship. The meeting forces the five men to reveal their true identity, to be honest with each other for the first time in their lives. When the night comes to an end they decide to go back to the old glorious days and reunite into the team which won that championship season, back in 1957.
8576	The Devil's Own	1997-03-13	https://image.tmdb.org/t/p/w500/3KIPu7H3tST0j4tpqdKpQZUBCQz.jpg	Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.
8577	Breakfast on Pluto	2005-11-16	https://image.tmdb.org/t/p/w500/14tmdb1PiLNDZf3VD29S2nUKVV0.jpg	In the 1970s, a young transgender woman called “Kitten” leaves her small Irish town for London in search of love, acceptance, and her long-lost mother.
8579	Dracula: Dead and Loving It	1995-12-22	https://image.tmdb.org/t/p/w500/4rRfZz8YnHNRr16t3CFcJrPdXHi.jpg	When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.
8600	The Wonder	2022-11-02	https://image.tmdb.org/t/p/w500/kQAFHdt3I1TpYhtzcGeBb1ogwUP.jpg	Haunted by her past, a nurse travels from England to a remote Irish village in 1862 to investigate a young girl's supposedly miraculous fast.
8601	Nameless Gangster	2012-02-02	https://image.tmdb.org/t/p/w500/3ppxP6yFoKxkA3jQkDdv3E9u1tc.jpg	A corrupt customs official joins forces with a vicious gangster to form the most powerful crime partnership in Busan.
8602	Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion	2019-02-15	https://image.tmdb.org/t/p/w500/78x3RRydNXvdB8BhJAwZz42g1Q1.jpg	In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.
8603	A Matter of Interpretation	2014-10-04	https://image.tmdb.org/t/p/w500/8bI2pqsJ32KF0U3fDZ1Sff0xrF9.jpg	One winter day, nobody comes to see a play. One of the drama’s actresses becomes angry and leaves the theater. She goes to a park, drinks and meets people.
8604	Kikujiro	1999-06-05	https://image.tmdb.org/t/p/w500/zTelT1xAO4Owxk1jHJM4puoei5N.jpg	Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way.
8605	Ice Age: A Mammoth Christmas	2011-11-24	https://image.tmdb.org/t/p/w500/ue5417HaDcvgMDusryenwwwZARq.jpg	When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things right and ends up making things much worse. Now it's up to Manny and his prehistoric posse to band together and save Christmas for the entire world!
8607	Big Momma's House	2000-05-31	https://image.tmdb.org/t/p/w500/5YoSFqpTz5qIxsX61CPMGKONQIY.jpg	When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.
8608	War of the Arrows	2011-08-10	https://image.tmdb.org/t/p/w500/1DKpK4W59NpZcZ2eK2BQLZr6emh.jpg	After the death of their father, two siblings are raised by their father's best friend. However, when one gets kidnapped just before her wedding, the other rises against the Manchus.
8609	Nine 1/2 Weeks	1986-02-09	https://image.tmdb.org/t/p/w500/aE1iunrgO8UHfoXKJcjCy4Ih17n.jpg	An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.
8610	Look Who's Talking Now!	1993-11-05	https://image.tmdb.org/t/p/w500/73JahFiizkMVsrrslXInmNK54nC.jpg	When high-powered executive Samantha LeBon hatches a scheme to spend a romantic Christmas with her new employee – the unsuspecting, blithesome James – his wife, their kids and their two dogs, Rocks and Daphne, must rescue him before he makes a terrible mistake.
8611	Cocoon	1985-06-21	https://image.tmdb.org/t/p/w500/wqNNm36j3nkucAucHEGAW5pNZcd.jpg	When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.
8612	1987: When the Day Comes	2017-12-27	https://image.tmdb.org/t/p/w500/3KgL5KiGk8ABfMFHzGP2GnoH8sL.jpg	In 1987 Korea, under an oppressive military regime, a college student gets killed during a police interrogation involving torture. Government of officials are quick to cover up the death and order the body to be cremated. A prosecutor who is supposed to sign the cremation release, raises questions about a 21-year-old kid dying of a heart attack, and he begins looking into the case for truth. Despite a systematic attempt to silence everyone involved in the case, the truth gets out, causing an eruption of public outrage.
8613	The Pale Blue Eye	2022-12-22	https://image.tmdb.org/t/p/w500/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg	West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe.
8616	Miracle: Letters to the President	2021-09-15	https://image.tmdb.org/t/p/w500/oIqK5raxC3dXKbJx5QHa5vCD86J.jpg	Dreaming of making a way station for his sister and the villagers who have no choice but to commute along the dangerous train tracks every day, Joon-kyung sends many letters to the President, but with no reply. Ra-hee, who has a crush on Joon-kyung, does everything she can to help him meet the President.
8618	Kill Switch	2017-06-01	https://image.tmdb.org/t/p/w500/8K6pfMcT3hiIlCFw2RrHoXLshxl.jpg	A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.
8619	Cats	2019-12-19	https://image.tmdb.org/t/p/w500/aCNch5FmzT2WaUcY44925owIZXY.jpg	A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.
8640	The Seventh Sign	1988-04-01	https://image.tmdb.org/t/p/w500/vAgVzkPmfe2pcgzkpoz8cZ9i9wm.jpg	Abby is a pregnant woman with a curious new boarder in the apartment over her garage. Turns out he's heaven-sent and is speeding along the Apocalypse by bloodying rivers, egging on plagues and following scripture word for word.
8641	Little Shop of Horrors	1986-12-19	https://image.tmdb.org/t/p/w500/iKkbN17OmFosaW6asCNZTTsyvpu.jpg	Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.
8642	Toy Story That Time Forgot	2014-12-02	https://image.tmdb.org/t/p/w500/pw1YgzcBw4GmwylrFlXMzLdELRo.jpg	During a post-Christmas play date, the gang find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. It's all up to Trixie, the triceratops, if the gang hopes to return to Bonnie's room in this Toy Story That Time Forgot.
8643	Flesh + Blood	1985-08-30	https://image.tmdb.org/t/p/w500/bjUYC4uC82oASTMPkb6iGCYOO2e.jpg	A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.
8644	Enemy of the State	1998-11-20	https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg	When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean, he is framed for the murder. With the help of the mysterious Brill, Dean attempts to throw the NSA off his trail and prove his innocence.
8645	Mardock Scramble: The First Compression	2010-11-06	https://image.tmdb.org/t/p/w500/xdeuUQGv0nZMnztMUjzrxlG0nnN.jpg	Rune Ballot is a down-and-out teen prostitute in Mardock City. One day, she's picked up by an ambitious casino manager named Shell who gives her everything she could want. Renewed by a false innocence, a false past, and now the false life Shell has given her, Ballot feels grateful. However, she can't help but be curious about why he's done so much for her, so she does some research about his past on a computer. This turns out to be a mistake which will change her life greatly. When Shell finds out what she's done, he attempts to burn her to death by blowing up her car.
8646	The Con Is On	2018-05-04	https://image.tmdb.org/t/p/w500/d4ZzzFOokK356jf6L6vUp3RKNvM.jpg	In an effort to avoid paying off a massive gambling debt to a notorious mobster in England, a couple flees to Los Angeles and hatch a jewel theft plot.
8647	On Her Majesty's Secret Service	1969-12-18	https://image.tmdb.org/t/p/w500/pMOZWDBtvocTVGNIgQZbxn6byyw.jpg	James Bond tracks his archnemesis, Ernst Blofeld, to a mountaintop retreat in the Swiss alps where he is training an army of beautiful, lethal women. Along the way, Bond falls for Italian contessa Tracy Draco, and marries her in order to get closer to Blofeld.
8648	American Hustle	2013-12-03	https://image.tmdb.org/t/p/w500/koXGRfatN0tURFWMA0Keb0p0Gtg.jpg	A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.
8649	Operation Christmas Drop	2020-11-05	https://image.tmdb.org/t/p/w500/1fUcKFDy58DhWYd5Y7Nu5DgpxaE.jpg	While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.
8650	The Last Duel	2021-10-13	https://image.tmdb.org/t/p/w500/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg	King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.
8651	Nightbooks	2021-09-15	https://image.tmdb.org/t/p/w500/ysJte1iqN8pFQ470tumnViB1wHP.jpg	Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.
8652	28 Weeks Later	2007-04-26	https://image.tmdb.org/t/p/w500/ja8nzgtzhJq0vtX3BJcnbceIxCF.jpg	The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.
8653	Live and Let Die	1973-06-27	https://image.tmdb.org/t/p/w500/39qkrjqMZs6utwNmihVImC3ghas.jpg	James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.
8655	The Client	1994-07-20	https://image.tmdb.org/t/p/w500/oLdkJ4ZjxPtFSUChdjDQvHM9l75.jpg	A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.
8657	Stay	2005-09-24	https://image.tmdb.org/t/p/w500/tJ9fRkb3Erxkwdext2A8Qx71m87.jpg	Psychiatrist Sam Foster has a new patient, Henry Letham, who claims to be suicidal. In trying to diagnose him, Sam visits Henry's prior therapist and also finds Henry's mother -- even though Henry has said that he murdered both of his parents. As reality starts to contradict fact, Sam spirals into an unstable mental state. Then he finds a clue as to how and when Henry may try to kill himself, and races to try to stop him.
8659	Milk Money	1994-08-31	https://image.tmdb.org/t/p/w500/od8SCOMLDq4iRYaHNqihQVn1SNE.jpg	Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.
8680	Crouching Tiger, Hidden Dragon: Sword of Destiny	2016-02-18	https://image.tmdb.org/t/p/w500/te3aeAyhkfqgpa5BSTq3oNxGqQD.jpg	A story of lost love, young love, a legendary sword and one last opportunity at redemption.
8682	Grave Encounters	2011-09-09	https://image.tmdb.org/t/p/w500/8vnsB3Rg9Gb91UOaecXRb7dYB37.jpg	A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.
8687	Thumbelina	1994-03-29	https://image.tmdb.org/t/p/w500/xcmvu3ObNuPNt1EJ4LDMXoauEPw.jpg	Born of a flower and growing to only a couple of inches tall, poor Thumbelina is worried she'll never meet someone her own size, until she happens to catch the eye of Prince Cornelius of the Fairies. Just as soon as she finds love, however, it's torn away from her when she is kidnapped by Ms. Toad. Now Thumbelina has to escape Ms. Toad's grasp and search for Prince Cornelius. Luckily, there's a whole city of animals willing to help her.
8688	Serendipity	2001-10-05	https://image.tmdb.org/t/p/w500/srCE5lEIjVEG5eqWg9JcjZCK1aQ.jpg	Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.
8689	Scandalous Sex	2004-01-01	https://image.tmdb.org/t/p/w500/l2UWZATSJRwwwx6XUBHQ6jSt4Ka.jpg	A daughter seeks to restore the reputation of her disgraced father, a wronged college professor. With help of a professional student, she must overcome an ambitious sorority bitch and corrupt college dean.
8690	Mr. Deeds	2002-06-28	https://image.tmdb.org/t/p/w500/rtUGG5gfpsF3uI52pgkzwsSfVlB.jpg	When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.
8691	The Autopsy of Jane Doe	2016-12-21	https://image.tmdb.org/t/p/w500/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg	"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets."
8692	My Sister's Keeper	2009-06-26	https://image.tmdb.org/t/p/w500/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg	Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.
8693	The Andromeda Strain	1971-03-12	https://image.tmdb.org/t/p/w500/4FBSFz8wLpxd4o6hnvKOJJ8WSIz.jpg	When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents.
8694	Suspiria	2018-10-26	https://image.tmdb.org/t/p/w500/dzWTnkert9EoiPWldWJ15dnfAFl.jpg	Young American dancer Susie Bannion arrives in 1970s Berlin to audition for the world-renowned Helena Markos Dance Company. When she vaults to the role of lead dancer, the woman she replaces breaks down and accuses the company's female directors of witchcraft. Meanwhile, an inquisitive psychotherapist and a member of the troupe uncover dark and sinister secrets as they probe the depths of the studio's hidden underground chambers.
8695	Ricki and the Flash	2015-07-10	https://image.tmdb.org/t/p/w500/y9hw9XSk8uVgLRfq3cweiAEJtU.jpg	Meryl Streep stars as Ricki Rendazzo, a guitar heroine who made a world of mistakes as she followed her dreams of rock-and-roll stardom. Returning home, Ricki gets a shot at redemption and a chance to make things right as she faces the music with her family.
8696	Private Lessons	1981-08-21	https://image.tmdb.org/t/p/w500/dTkBOgOv3tpCnfMY6kX2MCYibo3.jpg	"Phillip Filmore is a naive, 15-year-old, preoccupied with sex, who develops a crush on Nicole Mallow, the new 30-something, French housekeeper and sitter to look after him when Phillip's father is out of town for the summer on a ""business"" trip. But Mr. Filmore's unscrupulous chauffeur, Lester Lewis, takes advantage of Phillip's crush on Nicole to hire her to seduce the youth, then draws her into a plot to fake her own death in a blackmail scheme aimed to drain Phillip's trust fund."
8697	Kung Fu Panda: Secrets of the Scroll	2016-01-05	https://image.tmdb.org/t/p/w500/9LsQpFS3JOLmVfIV38oI9YHMpi.jpg	As Po looks for his lost action figures, the story of how the panda inadvertently helped create the Furious Five is told.
8698	Leatherface: The Texas Chainsaw Massacre III	1990-01-12	https://image.tmdb.org/t/p/w500/1ASsLiM9gENjnigcrAczBTetQ66.jpg	Two college students driving coast to coast are lured off the main highway and onto a deserted Texas road. Here they are stalked by the menacing Leatherface and his demented family...a bizarre cannibalistic clan with blood on their hands and a feast on their minds. The students’ only chance for escape is a survivalist with enough firepower to blast Leatherface and the rest of the grisly predators to hell. A depraved shocker of intense terror from the gruesome beginning to the bloody finish.
8699	The Last Frontier	2020-11-04	https://image.tmdb.org/t/p/w500/bUmIyA8SOrV9QKRZlmjmryGl4D3.jpg	The story of the Podolsk cadets’ heroic stand outside Moscow in October 1941. Cadets were sent to the Ilyinsky line, fighting alongside units from the Soviet 43rd Army to hold back the German advance until reinforcements arrived. Hopelessly outnumbered, young men laid down their lives in a battle lasting almost two weeks to obstruct the far superior German forces advancing towards Moscow. Around 3,500 cadets and their commanding officers were sent to hold up the last line of defense outside Moscow. Most of them remained there for eternity.
8720	Basic Instinct 2	2006-03-29	https://image.tmdb.org/t/p/w500/2cyAr10tG9p9mUEc7BA98RsetCp.jpg	Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.
8721	Kokoro to Karada	2004-12-11	https://image.tmdb.org/t/p/w500/tJSNalCgcqfI8mbI5xFveJGTQDv.jpg	A few years ago,  when Tomomi (Hiroko Akune) was on the way home from school, she saw her friend Keiko (Misaki Mori) about to be raped by a man. Tomomi hit the man in the head with a stone and saved Keiko.  In the present, Keiko, has buried her past, sells her body in Tokyo. One day, Keiko is contacted by Tomomi. They haven't spoken since their high school graduation. They meet and Keiko lets Tomomi stay at her apartment. Soon, the bizarre lives of the two women begins, with Tomomi also selling her body.
8722	In Bruges	2008-02-08	https://image.tmdb.org/t/p/w500/jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg	Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.
8723	Roman Holiday	1953-08-26	https://image.tmdb.org/t/p/w500/8lI9dmz1RH20FAqltkGelY1v4BE.jpg	Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.
8724	Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!	1991-11-02	https://image.tmdb.org/t/p/w500/2dB9Cx6dXIwr7Hx1jhnADOzwrLC.jpg	When Prince Kirin of the 7 Lucky Gods shows up at the Tendo dojo looking for his bride-to-be, guess who's accidentally holding the scroll that signifies his future mate? Why, Akane, of course, and the rest of the Ranma crew is forced to take a boat to China in order to save her from the horrors of marriage and a diet of pickled vegetables.
8725	The Park	2023-03-02	https://image.tmdb.org/t/p/w500/hR1jdCw0A9czgsbp45TASkjjBhA.jpg	A dystopian coming-of-age movie focused on three kids who find themselves in an abandoned amusement park, aiming to unite whoever remains. With dangers lurking around every corner, they will do whatever it takes to survive their hellish Neverland.
8726	The Beanie Bubble	2023-07-21	https://image.tmdb.org/t/p/w500/9YDW8dCrQyRpppK5985hKY1Mc8X.jpg	Ty was a frustrated toy salesman until his collaboration with three women turned his stuffed animals into a defining '90s trend. This behind-the-scenes look at history's biggest toy craze is a wild story about what—and who—is valued in this world.
8727	Firewalker	1986-11-21	https://image.tmdb.org/t/p/w500/v8DC9qUY6KNF4tqYq7agbwFqR78.jpg	A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache horde of gold.
8728	The Cobbler	2014-09-11	https://image.tmdb.org/t/p/w500/k6CYisrf2J2FXzvSXVJSscHc7Kj.jpg	Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.
8729	Beyond the Reach	2014-09-06	https://image.tmdb.org/t/p/w500/t6m6ICEG7KrnyYQpROISURkuCD5.jpg	A high-rolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the Mojave Desert.
8730	Cyst	2020-09-24	https://image.tmdb.org/t/p/w500/5nJwS765eHzCb5M8BTT2sl0lxxv.jpg	In the 1960s, a nurse's last day on her job is ruined when a doctor inadvertently creates a cyst monster that terrorizes the office.
8731	No Sudden Move	2021-06-24	https://image.tmdb.org/t/p/w500/34BmdJkdvRweC3xJJFlOFQ2IbYc.jpg	A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.
8732	Vampires	1998-10-30	https://image.tmdb.org/t/p/w500/iBkoNEyjXNlruGxuiBbUS4iReeq.jpg	The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.
8733	Spider-Man 2	2004-06-25	https://image.tmdb.org/t/p/w500/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg	Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...
8734	Firewall	2006-02-08	https://image.tmdb.org/t/p/w500/v4HHAWJthAGxnvefLGSyeSInZZx.jpg	State-of-the-art security system creator Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into his personal life, everything Jack holds dear is suddenly at stake.
8735	Miss Sloane	2016-11-25	https://image.tmdb.org/t/p/w500/ptfvQlqe2xJiMSewSj52qAVq5z0.jpg	An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.
8736	Batman and Superman: Battle of the Super Sons	2022-10-17	https://image.tmdb.org/t/p/w500/mvffaexT5kA3chOnGxwBSlRoshh.jpg	After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.
8737	The Independent	2022-11-02	https://image.tmdb.org/t/p/w500/jhlc1nsD8nnnGymEFaZ0twMH6M6.jpg	It's the final weeks of the most consequential presidential election in history. America is poised to elect either its first female president or its first viable independent candidate. Reporting history as it's made, an idealistic young journalist teams up with her idol, legendary journalist Nick Booker, to uncover a conspiracy that places the fate of the election, and the country, in their hands.
